time,sv,SVclockBias,SVclockDrift,SVclockDriftRate,IODE,Crs,DeltaN,M0,Cuc,Eccentricity,Cus,sqrtA,Toe,Cic,Omega0,Cis,Io,Crc,omega,OmegaDot,IDOT,CodesL2,GPSWeek,L2Pflag,SVacc,health,TGD,IODC,TransTime,FitIntvl
2023-04-10 20:00:00,G32,-0.000447999686003,-1.02318153949e-11,0.0,87.0,-15.5,4.65269380337e-09,-2.11618055171,-7.78585672379e-07,0.00683709688019,6.44661486149e-06,5153.72131729,158400.0,5.77419996262e-08,-1.06881367604,-1.17346644402e-07,0.959235990224,255.46875,-2.2200754869,-7.85961309872e-09,2.86797660559e-10,1.0,2257.0,0.0,2.0,0.0,4.65661287308e-10,87.0,151218.0,4.0
2023-04-10 21:59:44,G01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 21:59:44,G02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 21:59:44,G03,-0.00033207423985,8.52651282912e-12,0.0,25.0,-66.4375,3.93302096897e-09,1.20590791904,-3.43471765518e-06,0.00463150069118,9.74535942078e-06,5153.695261,165584.0,-1.00582838058e-07,-2.10693850091,6.89178705215e-08,0.978155486959,202.21875,1.00628836422,-7.71460705864e-09,2.46081678861e-10,1.0,2257.0,0.0,2.0,0.0,1.86264514923e-09,25.0,165048.0,4.0
2023-04-10 21:59:44,G04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 21:59:44,G05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 21:59:44,G06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 21:59:44,G07,0.000204192940146,-8.4128259914e-12,0.0,9.0,-3.34375,4.78948521557e-09,1.7419913848,-2.84984707832e-07,0.0170593152288,8.9630484581e-06,5153.75434303,165584.0,-3.94880771637e-07,-0.0101954652306,-1.97440385818e-07,0.950824552128,205.0625,-2.20747745375,-8.08926552181e-09,-3.76087094108e-10,1.0,2257.0,0.0,2.0,0.0,-1.11758708954e-08,9.0,164958.0,4.0
2023-04-10 21:59:44,G08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 21:59:44,G09,-0.00018267845735,7.84439180279e-12,0.0,5.0,-12.09375,4.83234414367e-09,-1.35714670441,-6.48200511932e-07,0.00236394221429,6.77444040775e-06,5153.63176918,165584.0,-7.45058059692e-09,-1.08184352895,1.86264514923e-08,0.955583970308,246.125,1.96823327058,-8.09283709915e-09,2.00365488884e-10,1.0,2257.0,0.0,2.0,0.0,1.39698386192e-09,5.0,158508.0,4.0
2023-04-10 21:59:44,G10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 21:59:44,G11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 21:59:44,G12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 21:59:44,G13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 21:59:44,G14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 21:59:44,G15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 21:59:44,G16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 21:59:44,G17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 21:59:44,G18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 21:59:44,G19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 21:59:44,G20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 21:59:44,G21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 21:59:44,G23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 21:59:44,G24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 21:59:44,G25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 21:59:44,G26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 21:59:44,G27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 21:59:44,G28,6.2664039433e-05,6.8212102633e-12,0.0,182.0,-0.3125,4.46875757026e-09,0.159894652208,3.72529029846e-09,0.000844871159643,8.65012407303e-06,5153.6538372,165584.0,-2.04890966415e-08,-0.0480579721846,-5.40167093277e-08,0.961973463976,214.40625,1.70882455961,-7.8249687985e-09,-3.58229207399e-10,1.0,2257.0,0.0,2.0,0.0,-1.39698386192e-09,950.0,158418.0,4.0
2023-04-10 21:59:44,G29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 21:59:44,G30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 21:59:44,G31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 21:59:44,G32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 22:00:00,G01,0.00019443128258,-3.29691829393e-12,0.0,38.0,-97.03125,3.80837291973e-09,2.35542402537,-5.27873635292e-06,0.0126828614157,4.70504164696e-06,5153.65458107,165600.0,-4.09781932831e-08,-3.13745314987,-1.6950070858e-07,0.990044840164,306.0,0.947753891468,-7.72925052574e-09,-2.02508435289e-10,1.0,2257.0,0.0,2.0,0.0,4.65661287308e-09,38.0,158418.0,4.0
2023-04-10 22:00:00,G02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 22:00:00,G03,-0.000332075171173,8.52651282912e-12,0.0,104.0,-66.4375,3.93302096897e-09,1.20824257976,-3.43471765518e-06,0.0046315016225,9.74535942078e-06,5153.69527054,165600.0,-1.00582838058e-07,-2.10693863111,6.89178705215e-08,0.978155505977,202.21875,1.00628738407,-7.71460705864e-09,2.46081678861e-10,1.0,2257.0,0.0,2.0,0.0,1.86264514923e-09,104.0,158418.0,4.0
2023-04-10 22:00:00,G04,1.37719325721e-05,9.09494701773e-12,0.0,21.0,-14.59375,4.63019286612e-09,-2.20713267322,-8.19563865662e-07,0.00235957477707,6.78561627865e-06,5153.68019676,165600.0,-1.11758708954e-08,-1.02550900704,1.11758708954e-08,0.962356232103,250.28125,-2.98707869015,-7.92140138673e-09,1.99651173416e-10,1.0,2257.0,0.0,2.0,0.0,-4.65661287308e-09,277.0,158418.0,4.0
2023-04-10 22:00:00,G05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 22:00:00,G06,0.000586348120123,1.47792889038e-12,0.0,42.0,-85.625,3.96730811145e-09,2.54512446603,-4.20212745667e-06,0.00285804749001,5.16325235367e-06,5153.6464119,165600.0,1.06170773506e-07,3.13741981582,5.40167093277e-08,0.989271881065,295.125,-0.766761772031,-7.86854204207e-09,-1.84650548579e-10,1.0,2257.0,0.0,2.0,0.0,3.72529029846e-09,42.0,158928.0,4.0
2023-04-10 22:00:00,G07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 22:00:00,G08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 22:00:00,G09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 22:00:00,G10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 22:00:00,G11,-0.000158313661814,-1.25055521494e-11,0.0,137.0,-86.53125,4.40625496678e-09,-2.37345386603,-4.37349081039e-06,0.00075346918311,5.39794564247e-06,5153.73336792,165600.0,2.23517417908e-08,-3.10342388912,-1.08033418655e-07,0.965425807277,274.96875,-2.78539780476,-8.1267670839e-09,-1.91079387795e-10,1.0,2257.0,0.0,2.0,0.0,-8.84756445885e-09,649.0,164838.0,4.0
2023-04-10 22:00:00,G12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 22:00:00,G13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 22:00:00,G14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 22:00:00,G15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 22:00:00,G16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 22:00:00,G17,0.000709953717887,1.81898940355e-12,0.0,100.0,49.125,4.44875673715e-09,-1.77019872605,2.91876494884e-06,0.0135225690901,2.70269811153e-06,5153.74574471,165600.0,-9.31322574615e-09,2.14373853143,3.61353158951e-07,0.974665572996,335.5,-1.41118271724,-8.12462413749e-09,5.96453416107e-11,1.0,2257.0,0.0,2.8,0.0,-1.11758708954e-08,100.0,158418.0,4.0
2023-04-10 22:00:00,G18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 22:00:00,G19,0.000301940366626,5.11590769747e-12,0.0,108.0,35.15625,4.55661837287e-09,0.401225860645,1.74716114998e-06,0.00927255314309,2.75857746601e-06,5153.61453438,165600.0,-3.91155481339e-08,2.18832296409,-8.94069671631e-08,0.973721123325,334.40625,2.26677855702,-8.37784897104e-09,5.07163982558e-11,1.0,2257.0,0.0,2.0,0.0,-1.53668224812e-08,108.0,158418.0,4.0
2023-04-10 22:00:00,G20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 22:00:00,G21,0.000154255423695,-1.13686837722e-13,0.0,50.0,-88.15625,4.61733518769e-09,-1.77910506348,-4.32692468166e-06,0.0247506945161,4.90434467793e-06,5153.63830757,165600.0,-6.46337866783e-07,3.0434368894,1.47148966789e-07,0.961897262036,291.53125,-0.779590124075,-8.34463330176e-09,-1.35005623526e-10,1.0,2257.0,0.0,2.8,0.0,-1.02445483208e-08,50.0,158418.0,4.0
2023-04-10 22:00:00,G23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 22:00:00,G24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 22:00:00,G25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 22:00:00,G26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 22:00:00,G27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 22:00:00,G28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 22:00:00,G29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 22:00:00,G30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 22:00:00,G31,-0.000213677994907,-7.95807864051e-13,0.0,37.0,3.75,4.58554814934e-09,0.994708880475,3.55765223503e-07,0.0106129550841,8.91461968422e-06,5154.19065666,165600.0,-1.32247805595e-07,0.00958231676481,1.17346644402e-07,0.954927760849,206.15625,0.523507644092,-7.94318800852e-09,-4.76805575152e-10,1.0,2257.0,0.0,2.0,0.0,-1.35041773319e-08,37.0,158418.0,4.0
2023-04-10 22:00:00,G32,-0.000448072794825,-1.02318153949e-11,0.0,90.0,-9.59375,4.81770067657e-09,-1.06614559434,-4.89875674248e-07,0.00683719711378,6.46524131298e-06,5153.71977425,165600.0,1.58324837685e-07,-1.06886999107,1.65775418282e-07,0.959236638296,255.46875,-2.21995716169,-8.10033741157e-09,1.40720147273e-10,1.0,2257.0,0.0,2.0,0.0,4.65661287308e-10,90.0,158418.0,4.0
2023-04-10 23:59:44,G01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 23:59:44,G02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 23:59:44,G03,-0.00033201277256,8.52651282912e-12,0.0,28.0,-71.65625,3.9312351803e-09,2.25612526572,-3.84077429771e-06,0.00463223620318,1.00154429674e-05,5153.69457626,172784.0,-6.14672899246e-08,-2.10699393088,-7.63684511185e-08,0.978158001716,193.0,1.00623400804,-7.58531595886e-09,2.95726603914e-10,1.0,2257.0,0.0,2.0,0.0,1.86264514923e-09,28.0,165618.0,4.0
2023-04-10 23:59:44,G04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 23:59:44,G05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 23:59:44,G06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 23:59:44,G07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 23:59:44,G08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 23:59:44,G09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 23:59:44,G10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 23:59:44,G11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 23:59:44,G12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 23:59:44,G13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 23:59:44,G14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 23:59:44,G15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 23:59:44,G16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 23:59:44,G17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 23:59:44,G18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 23:59:44,G19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 23:59:44,G20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 23:59:44,G21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 23:59:44,G23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 23:59:44,G24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 23:59:44,G25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 23:59:44,G26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 23:59:44,G27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 23:59:44,G28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 23:59:44,G29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 23:59:44,G30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 23:59:44,G31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 23:59:44,G32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-11 00:00:00,G01,0.000194407533854,-3.29691829393e-12,0.0,39.0,-110.46875,3.94302138552e-09,-2.87751600217,-5.76861202717e-06,0.0126846677158,4.85964119434e-06,5153.65103912,172800.0,1.17346644402e-07,-3.1375091928,-2.14204192162e-07,0.990043403579,300.03125,0.947698160141,-7.77496671571e-09,-1.38577200868e-10,1.0,2257.0,0.0,2.0,0.0,4.65661287308e-09,39.0,165618.0,4.0
2023-04-11 00:00:00,G02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-11 00:00:00,G03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-11 00:00:00,G04,1.38375908136e-05,9.20863385545e-12,0.0,22.0,-14.65625,4.64055044041e-09,-1.15708217819,-8.43778252602e-07,0.00235962448642,6.6552311182e-06,5153.67961693,172800.0,2.23517417908e-08,-1.02556568633,-7.264316082e-08,0.962357427307,252.4375,-2.9869514587,-7.93140180329e-09,1.28576784311e-10,1.0,2257.0,0.0,2.0,0.0,-4.65661287308e-09,278.0,165618.0,4.0
2023-04-11 00:00:00,G05,-0.000122923403978,-1.47792889038e-12,0.0,88.0,-56.96875,4.35018120251e-09,-0.273977688293,-2.86474823952e-06,0.00582434574608,8.86805355549e-06,5153.648489,172800.0,-3.16649675369e-08,-2.1529572794,2.98023223877e-08,0.965214298581,208.65625,1.13137356538,-7.9764036778e-09,1.98579700213e-10,1.0,2257.0,0.0,2.0,0.0,-1.11758708954e-08,88.0,172458.0,4.0
2023-04-11 00:00:00,G06,0.000586358830333,1.47792889038e-12,0.0,45.0,-89.15625,3.99695220339e-09,-2.68773295491,-4.57838177681e-06,0.00285760243423,4.94718551636e-06,5153.64720345,172800.0,0.0,3.1373630941,9.49949026108e-08,0.989270832152,301.0,-0.766895535409,-7.85425573271e-09,-1.38577200868e-10,1.0,2257.0,0.0,2.0,0.0,3.72529029846e-09,45.0,165618.0,4.0
2023-04-11 00:00:00,G07,0.000204131938517,-8.4128259914e-12,0.0,22.0,-2.375,4.60626329793e-09,2.79448418937,-2.36555933952e-07,0.0170595806558,8.86246562004e-06,5153.75338554,172800.0,8.94069671631e-08,-0.0102519177764,-2.03028321266e-07,0.950823964035,201.3125,-2.20750346151,-7.63317509524e-09,-3.73944147703e-10,1.0,2257.0,0.0,2.0,0.0,-1.11758708954e-08,22.0,165618.0,4.0
2023-04-11 00:00:00,G08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-11 00:00:00,G09,-0.000182621646672,7.84439180279e-12,0.0,6.0,-15.21875,4.8316298282e-09,-0.304763048159,-8.38190317154e-07,0.00236370845232,6.69993460178e-06,5153.63094139,172800.0,-3.16649675369e-08,-1.08190178381,-1.86264514923e-09,0.955585377635,247.1875,1.96839248873,-8.08426531353e-09,1.77507393895e-10,1.0,2257.0,0.0,2.0,0.0,1.39698386192e-09,6.0,165618.0,4.0
2023-04-11 00:00:00,G10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-11 00:00:00,G11,-0.000158404000103,-1.25055521494e-11,0.0,138.0,-84.71875,4.5119736561e-09,-1.32538433471,-4.30829823017e-06,0.000753915519454,5.03845512867e-06,5153.73030472,172800.0,3.53902578354e-08,-3.10348294274,1.86264514923e-08,0.965424859306,286.53125,-2.78332209809,-8.12855287257e-09,-9.03609067516e-11,1.0,2257.0,0.0,2.0,0.0,-8.84756445885e-09,650.0,165618.0,4.0
2023-04-11 00:00:00,G12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-11 00:00:00,G13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-11 00:00:00,G14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-11 00:00:00,G15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-11 00:00:00,G16,-0.000509715173393,2.72848410532e-12,0.0,79.0,109.0625,4.20731810883e-09,0.186810346521,5.8114528656e-06,0.0133781987242,8.6072832346e-06,5153.58535576,172800.0,-1.86264514923e-08,1.12240114648,2.23517417908e-07,0.965537967743,218.6875,0.783536066176,-8.0317631266e-09,1.35719938995e-11,1.0,2257.0,0.0,2.0,0.0,-1.02445483208e-08,79.0,169458.0,4.0
2023-04-11 00:00:00,G17,0.000709966756403,1.81898940355e-12,0.0,106.0,55.46875,4.52375986133e-09,-0.720018473122,2.81818211079e-06,0.0135230142623,2.97836959362e-06,5153.74706459,172800.0,-2.14204192162e-07,2.1436773639,-2.421438694e-08,0.974664825445,335.59375,-1.41122571387,-8.52035490698e-09,1.92508018732e-10,1.0,2257.0,0.0,2.8,0.0,-1.11758708954e-08,106.0,165618.0,4.0
2023-04-11 00:00:00,G18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-11 00:00:00,G19,0.000301977153867,5.11590769747e-12,0.0,109.0,45.9375,4.44482800207e-09,1.45125617471,2.25007534027e-06,0.00927305174991,2.06381082535e-06,5153.61775017,172800.0,1.17346644402e-07,2.18826335457,-2.23517417908e-08,0.973722238068,344.90625,2.26696501617,-8.20248452355e-09,3.35728270144e-11,1.0,2257.0,0.0,2.0,0.0,-1.53668224812e-08,109.0,165618.0,4.0
2023-04-11 00:00:00,G20,0.000439757946879,-2.16004991671e-12,0.0,79.0,-73.65625,4.73912597505e-09,-2.05384432791,-3.63029539585e-06,0.00426355865784,8.55326652527e-06,5153.79409218,172800.0,7.264316082e-08,-2.27455888933,-1.06170773506e-07,0.947783638444,205.28125,-2.88408976646,-8.06747890002e-09,2.21794952936e-10,1.0,2257.0,0.0,2.0,0.0,-8.38190317154e-09,79.0,168618.0,4.0
2023-04-11 00:00:00,G21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-11 00:00:00,G23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-11 00:00:00,G24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-11 00:00:00,G25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-11 00:00:00,G26,0.000241806264967,-2.27373675443e-13,0.0,4.0,97.65625,4.88341769966e-09,1.13624317201,5.09433448315e-06,0.00788932107389,8.77864658833e-06,5153.6738987,172800.0,-5.02914190292e-08,0.967470589319,6.14672899246e-08,0.934384585966,196.375,0.461861017931,-8.19426989566e-09,-1.58935191717e-10,1.0,2257.0,0.0,2.0,0.0,6.98491930962e-09,4.0,167706.0,4.0
2023-04-11 00:00:00,G27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-11 00:00:00,G28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-11 00:00:00,G29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-11 00:00:00,G30,-0.000522966962308,1.81898940355e-12,0.0,37.0,-0.34375,5.08556897722e-09,2.6521638895,-8.38190317154e-08,0.00634946511127,8.68178904057e-06,5153.60929871,172800.0,-6.70552253723e-08,-0.00343855676112,-1.32247805595e-07,0.935951077182,199.625,-2.61519717264,-8.10105172704e-09,-3.80372986919e-10,1.0,2257.0,0.0,2.0,0.0,3.72529029846e-09,37.0,168948.0,4.0
2023-04-11 00:00:00,G31,-0.000213684048504,-7.95807864051e-13,0.0,56.0,0.8125,4.61304929488e-09,2.04453081649,-2.60770320892e-08,0.0106129404157,9.12323594093e-06,5154.19152832,172800.0,-1.6950070858e-07,0.00952505815119,-5.58793544769e-09,0.954924321528,204.71875,0.52355113372,-7.89925760721e-09,-4.72519682341e-10,1.0,2257.0,0.0,2.0,0.0,-1.35041773319e-08,56.0,165618.0,4.0
2023-04-11 00:00:00,G32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
